,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1048,2023,Mid Level,Full-time,Data Analyst,42000,GBP,51039,GB,On-Site,GB,Medium
1049,2023,Mid Level,Full-time,Data Analyst,35000,GBP,42533,GB,On-Site,GB,Medium
1050,2023,Senior Level,Full-time,Data Science,149076,USD,149076,US,On-Site,US,Medium
1051,2023,Senior Level,Full-time,Data Science,82365,USD,82365,US,On-Site,US,Medium
1052,2023,Senior Level,Full-time,Data Analyst,169000,USD,169000,US,On-Site,US,Medium
1053,2023,Senior Level,Full-time,Data Analyst,110600,USD,110600,US,On-Site,US,Medium
1054,2023,Senior Level,Full-time,Top Level Management,175000,USD,175000,US,On-Site,US,Medium
1055,2023,Senior Level,Full-time,Top Level Management,120000,USD,120000,US,On-Site,US,Medium
1056,2023,Senior Level,Full-time,Data Analyst,230000,USD,230000,US,On-Site,US,Medium
1057,2023,Senior Level,Full-time,Data Analyst,180000,USD,180000,US,On-Site,US,Medium
1058,2023,Senior Level,Full-time,Data Analyst,153600,USD,153600,US,On-Site,US,Medium
1059,2023,Senior Level,Full-time,Data Analyst,106800,USD,106800,US,On-Site,US,Medium
1060,2023,Senior Level,Full-time,Top Level Management,140000,USD,140000,US,On-Site,US,Medium
1061,2023,Senior Level,Full-time,Top Level Management,120000,USD,120000,US,On-Site,US,Medium
1062,2023,Senior Level,Full-time,Machine Learning,205920,USD,205920,US,On-Site,US,Medium
1063,2023,Senior Level,Full-time,Machine Learning,171600,USD,171600,US,On-Site,US,Medium
1064,2023,Senior Level,Full-time,Data Analyst,165000,USD,165000,US,Full-Remote,US,Medium
1065,2023,Senior Level,Full-time,Data Analyst,125000,USD,125000,US,Full-Remote,US,Medium
1066,2023,Senior Level,Full-time,Data Engineering,265000,USD,265000,US,On-Site,US,Medium
1067,2023,Senior Level,Full-time,Data Engineering,185000,USD,185000,US,On-Site,US,Medium
1068,2023,Mid Level,Full-time,Machine Learning,130000,USD,130000,US,On-Site,US,Medium
1069,2022,Entry Level,Full-time,Data Science,168000,USD,168000,US,Full-Remote,US,Medium
1070,2023,Mid Level,Full-time,Machine Learning,36000,EUR,38631,ES,Half-Remote,ES,Large
1071,2023,Senior Level,Full-time,Data Analyst,95000,USD,95000,US,On-Site,US,Medium
1072,2023,Senior Level,Full-time,Data Analyst,85500,USD,85500,US,On-Site,US,Medium
1073,2023,Senior Level,Full-time,Data Science,147100,USD,147100,US,On-Site,US,Medium
1074,2023,Senior Level,Full-time,Data Science,90700,USD,90700,US,On-Site,US,Medium
1075,2023,Senior Level,Full-time,Data Engineering,167580,USD,167580,US,On-Site,US,Medium
1076,2023,Senior Level,Full-time,Data Engineering,87980,USD,87980,US,On-Site,US,Medium
1077,2023,Senior Level,Full-time,Data Engineering,202000,USD,202000,US,Full-Remote,US,Medium
1078,2023,Senior Level,Full-time,Data Engineering,135000,USD,135000,US,Full-Remote,US,Medium
1079,2023,Senior Level,Full-time,Data Engineering,163800,USD,163800,US,On-Site,US,Medium
1080,2023,Senior Level,Full-time,Data Engineering,126000,USD,126000,US,On-Site,US,Medium
1081,2023,Senior Level,Full-time,Machine Learning,163800,USD,163800,US,On-Site,US,Medium
1082,2023,Senior Level,Full-time,Machine Learning,126000,USD,126000,US,On-Site,US,Medium
1083,2023,Senior Level,Full-time,Data Engineering,104000,USD,104000,US,Full-Remote,US,Medium
1084,2023,Senior Level,Full-time,Data Engineering,65000,USD,65000,US,Full-Remote,US,Medium
1085,2023,Senior Level,Full-time,Data Science,230000,USD,230000,US,On-Site,US,Medium
1086,2023,Senior Level,Full-time,Data Science,148000,USD,148000,US,On-Site,US,Medium
1087,2023,Senior Level,Full-time,Machine Learning,269000,USD,269000,CA,Full-Remote,CA,Medium
1088,2023,Senior Level,Full-time,Machine Learning,158000,USD,158000,CA,Full-Remote,CA,Medium
1089,2023,Senior Level,Full-time,Data Analyst,197000,USD,197000,US,On-Site,US,Medium
1090,2023,Senior Level,Full-time,Data Analyst,106000,USD,106000,US,On-Site,US,Medium
1091,2023,Mid Level,Full-time,Machine Learning,150000,USD,150000,US,Full-Remote,US,Medium
1092,2023,Mid Level,Full-time,Machine Learning,100000,USD,100000,US,Full-Remote,US,Medium
1093,2023,Senior Level,Full-time,Data Engineering,290000,USD,290000,US,Full-Remote,US,Medium
1094,2023,Senior Level,Full-time,Data Engineering,210000,USD,210000,US,Full-Remote,US,Medium
1095,2023,Senior Level,Full-time,Data Engineering,192000,USD,192000,US,On-Site,US,Medium
1096,2023,Senior Level,Full-time,Data Engineering,172800,USD,172800,US,On-Site,US,Medium
1097,2023,Senior Level,Full-time,Data Science,300240,USD,300240,US,On-Site,US,Medium
1098,2023,Senior Level,Full-time,Data Science,200160,USD,200160,US,On-Site,US,Medium
1099,2023,Senior Level,Full-time,Data Science,300240,USD,300240,US,On-Site,US,Medium
1100,2023,Senior Level,Full-time,Data Science,200160,USD,200160,US,On-Site,US,Medium
1101,2023,Senior Level,Full-time,Data Analyst,175000,USD,175000,US,On-Site,US,Medium
1102,2023,Senior Level,Full-time,Data Analyst,140000,USD,140000,US,On-Site,US,Medium
1103,2023,Senior Level,Full-time,Top Level Management,169000,USD,169000,US,On-Site,US,Medium
1104,2023,Senior Level,Full-time,Top Level Management,100000,USD,100000,US,On-Site,US,Medium
1105,2023,Senior Level,Full-time,Data Science,370000,USD,370000,US,On-Site,US,Medium
1106,2023,Senior Level,Full-time,Data Science,245000,USD,245000,US,On-Site,US,Medium
1107,2023,Mid Level,Full-time,Data Engineering,95000,GBP,115447,GB,Full-Remote,GB,Large
1108,2023,Senior Level,Full-time,Data Analyst,110000,USD,110000,US,Full-Remote,US,Small
1109,2023,Senior Level,Full-time,Data Analyst,80000,USD,80000,US,Full-Remote,US,Small
1110,2023,Entry Level,Full-time,Data Analyst,55000,USD,55000,US,On-Site,US,Medium
1111,2023,Entry Level,Full-time,Data Analyst,48000,USD,48000,US,On-Site,US,Medium
1112,2023,Senior Level,Full-time,Data Analyst,95000,USD,95000,US,On-Site,US,Medium
1113,2023,Senior Level,Full-time,Data Analyst,85000,USD,85000,US,On-Site,US,Medium
1114,2023,Senior Level,Full-time,Data Engineering,137500,USD,137500,US,Full-Remote,US,Medium
1115,2023,Senior Level,Full-time,Data Engineering,81500,USD,81500,US,Full-Remote,US,Medium
1116,2023,Senior Level,Full-time,Machine Learning,323300,USD,323300,US,On-Site,US,Medium
1117,2023,Senior Level,Full-time,Machine Learning,184700,USD,184700,US,On-Site,US,Medium
1118,2021,Mid Level,Full-time,Machine Learning,30000,USD,30000,GH,On-Site,GH,Small
1119,2023,Senior Level,Full-time,Machine Learning,186000,USD,186000,US,Full-Remote,US,Medium
1120,2023,Senior Level,Full-time,Machine Learning,153088,USD,153088,US,Full-Remote,US,Medium
1121,2023,Mid Level,Full-time,Data Engineering,190000,USD,190000,US,Full-Remote,US,Medium
1122,2023,Mid Level,Full-time,Data Engineering,160000,USD,160000,US,Full-Remote,US,Medium
1123,2023,Senior Level,Full-time,Machine Learning,200000,USD,200000,US,Full-Remote,US,Medium
1124,2023,Senior Level,Full-time,Machine Learning,150000,USD,150000,US,Full-Remote,US,Medium
1125,2023,Mid Level,Full-time,Data Engineering,190000,USD,190000,US,On-Site,US,Medium
1126,2023,Mid Level,Full-time,Data Engineering,183310,USD,183310,US,On-Site,US,Medium
1127,2023,Senior Level,Full-time,Machine Learning,240000,USD,240000,US,Full-Remote,US,Medium
1128,2023,Senior Level,Full-time,Machine Learning,180000,USD,180000,US,Full-Remote,US,Medium
1129,2023,Senior Level,Full-time,Machine Learning,200000,USD,200000,US,Full-Remote,US,Medium
1130,2023,Senior Level,Full-time,Machine Learning,150000,USD,150000,US,Full-Remote,US,Medium
1131,2023,Senior Level,Full-time,Top Level Management,299500,USD,299500,US,On-Site,US,Medium
1132,2023,Senior Level,Full-time,Top Level Management,245100,USD,245100,US,On-Site,US,Medium
1133,2023,Senior Level,Full-time,Data Engineering,144000,USD,144000,US,Full-Remote,US,Medium
1134,2023,Senior Level,Full-time,Data Engineering,66000,USD,66000,US,Full-Remote,US,Medium
1135,2023,Mid Level,Full-time,Machine Learning,148500,USD,148500,US,On-Site,US,Medium
1136,2023,Mid Level,Full-time,Machine Learning,126277,USD,126277,US,On-Site,US,Medium
1137,2023,Senior Level,Full-time,Data Architecture,228000,USD,228000,US,On-Site,US,Medium
1138,2023,Senior Level,Full-time,Data Architecture,120000,USD,120000,US,On-Site,US,Medium
1139,2023,Senior Level,Full-time,Machine Learning,180000,USD,180000,US,On-Site,US,Medium
1140,2023,Senior Level,Full-time,Machine Learning,90000,USD,90000,US,On-Site,US,Medium
1141,2023,Senior Level,Full-time,Data Science,126500,USD,126500,US,On-Site,US,Medium
1142,2023,Senior Level,Full-time,Data Science,78000,USD,78000,US,On-Site,US,Medium
1143,2023,Senior Level,Full-time,Data Engineering,180000,USD,180000,US,On-Site,US,Medium
1144,2023,Senior Level,Full-time,Data Engineering,160000,USD,160000,US,On-Site,US,Medium
1145,2023,Senior Level,Full-time,Machine Learning,272000,USD,272000,US,On-Site,US,Medium
1146,2023,Senior Level,Full-time,Machine Learning,170000,USD,170000,US,On-Site,US,Medium
1147,2023,Mid Level,Full-time,Data Analyst,80000,USD,80000,US,On-Site,US,Medium
1148,2023,Mid Level,Full-time,Data Analyst,60000,USD,60000,US,On-Site,US,Medium
1149,2023,Senior Level,Full-time,Data Engineering,259000,USD,259000,US,Full-Remote,US,Medium
1150,2023,Senior Level,Full-time,Data Engineering,146000,USD,146000,US,Full-Remote,US,Medium
1151,2023,Senior Level,Full-time,Data Engineering,200000,USD,200000,US,On-Site,US,Medium
1152,2023,Senior Level,Full-time,Data Engineering,160000,USD,160000,US,On-Site,US,Medium
1153,2023,Executive Level,Full-time,Data Engineering,310000,USD,310000,US,Full-Remote,US,Medium
1154,2023,Executive Level,Full-time,Data Engineering,239000,USD,239000,US,Full-Remote,US,Medium
1155,2023,Senior Level,Full-time,Data Analyst,142000,USD,142000,US,Full-Remote,US,Medium
1156,2023,Senior Level,Full-time,Data Analyst,95000,USD,95000,US,Full-Remote,US,Medium
1157,2023,Senior Level,Full-time,Data Science,155000,USD,155000,US,On-Site,US,Medium
1158,2023,Senior Level,Full-time,Data Science,139500,USD,139500,US,On-Site,US,Medium
1159,2023,Mid Level,Full-time,Data Engineering,140000,USD,140000,US,Full-Remote,US,Medium
1160,2023,Mid Level,Full-time,Data Engineering,120000,USD,120000,US,Full-Remote,US,Medium
1161,2023,Senior Level,Full-time,Data Engineering,259000,USD,259000,US,Full-Remote,US,Medium
1162,2023,Senior Level,Full-time,Data Engineering,146000,USD,146000,US,Full-Remote,US,Medium
1163,2023,Mid Level,Full-time,Data Analyst,90000,GBP,109371,HR,On-Site,HR,Medium
1164,2023,Mid Level,Full-time,Data Analyst,60000,GBP,72914,HR,On-Site,HR,Medium
1165,2023,Entry Level,Part-time,Data Analyst,78000,PLN,17779,PL,Full-Remote,IN,Large
1166,2023,Entry Level,Full-time,Data Science,101400,BRL,19522,BR,Full-Remote,BR,Large
1167,2023,Senior Level,Full-time,Data Science,247500,USD,247500,US,On-Site,US,Medium
1168,2023,Senior Level,Full-time,Data Science,172200,USD,172200,US,On-Site,US,Medium
1169,2023,Senior Level,Full-time,Data Science,225000,USD,225000,US,On-Site,US,Medium
1170,2023,Senior Level,Full-time,Data Science,156400,USD,156400,US,On-Site,US,Medium
1171,2023,Senior Level,Full-time,Data Engineering,139500,USD,139500,US,On-Site,US,Medium
1172,2023,Senior Level,Full-time,Data Engineering,109400,USD,109400,US,On-Site,US,Medium
1173,2023,Mid Level,Full-time,Data Engineering,125000,USD,125000,US,On-Site,US,Medium
1174,2023,Mid Level,Full-time,Data Engineering,90000,USD,90000,US,On-Site,US,Medium
1175,2023,Senior Level,Full-time,Machine Learning,100000,EUR,107309,FR,Full-Remote,FR,Medium
1176,2023,Senior Level,Full-time,Machine Learning,70000,EUR,75116,FR,Full-Remote,FR,Medium
1177,2023,Senior Level,Full-time,Data Science,185900,USD,185900,US,On-Site,US,Medium
1178,2023,Senior Level,Full-time,Data Science,129300,USD,129300,US,On-Site,US,Medium
1179,2023,Senior Level,Full-time,Machine Learning,139500,USD,139500,US,On-Site,US,Medium
1180,2023,Senior Level,Full-time,Machine Learning,109400,USD,109400,US,On-Site,US,Medium
1181,2023,Senior Level,Full-time,Data Analyst,120000,USD,120000,US,Full-Remote,US,Medium
1182,2023,Senior Level,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,Medium
1183,2023,Senior Level,Full-time,Data Analyst,169000,USD,169000,US,On-Site,US,Medium
1184,2023,Senior Level,Full-time,Data Analyst,110600,USD,110600,US,On-Site,US,Medium
1185,2023,Senior Level,Full-time,Machine Learning,288000,USD,288000,US,Full-Remote,US,Medium
1186,2023,Senior Level,Full-time,Machine Learning,140000,USD,140000,US,Full-Remote,US,Medium
1187,2023,Senior Level,Full-time,Machine Learning,288000,USD,288000,US,Full-Remote,US,Medium
1188,2023,Senior Level,Full-time,Machine Learning,140000,USD,140000,US,Full-Remote,US,Medium
1189,2023,Mid Level,Full-time,Data Engineering,120000,USD,120000,US,On-Site,US,Medium
1190,2023,Mid Level,Full-time,Data Engineering,90000,USD,90000,US,On-Site,US,Medium
1191,2023,Mid Level,Full-time,Data Science,60000,GBP,72914,GB,On-Site,GB,Medium
1192,2023,Mid Level,Full-time,Data Science,50000,GBP,60761,GB,On-Site,GB,Medium
1193,2023,Senior Level,Full-time,Data Science,215050,USD,215050,US,Full-Remote,US,Medium
1194,2023,Senior Level,Full-time,Data Science,156400,USD,156400,US,Full-Remote,US,Medium
1195,2023,Senior Level,Full-time,Data Architecture,198000,USD,198000,US,Full-Remote,US,Medium
1196,2023,Senior Level,Full-time,Data Architecture,114000,USD,114000,US,Full-Remote,US,Medium
1197,2023,Entry Level,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,Medium
1198,2023,Entry Level,Full-time,Data Analyst,60000,USD,60000,US,Full-Remote,US,Medium
1199,2023,Senior Level,Full-time,Machine Learning,204500,USD,204500,US,On-Site,US,Medium
1200,2023,Senior Level,Full-time,Machine Learning,142200,USD,142200,US,On-Site,US,Medium
1201,2023,Senior Level,Full-time,Data Science,209300,USD,209300,US,Full-Remote,US,Medium
1202,2023,Senior Level,Full-time,Data Science,182200,USD,182200,US,Full-Remote,US,Medium
1203,2023,Senior Level,Full-time,Top Level Management,140000,USD,140000,US,On-Site,US,Medium
1204,2023,Senior Level,Full-time,Top Level Management,120000,USD,120000,US,On-Site,US,Medium
1205,2022,Entry Level,Full-time,Data Science,85000,USD,85000,US,On-Site,US,Medium
1206,2023,Mid Level,Full-time,Machine Learning,40000,GBP,48609,GB,Full-Remote,GB,Medium
1207,2023,Entry Level,Full-time,Data Science,120000,USD,120000,GB,Full-Remote,GB,Medium
1208,2023,Entry Level,Full-time,Data Science,60000,USD,60000,GB,Full-Remote,GB,Medium
1209,2023,Senior Level,Full-time,Machine Learning,147100,USD,147100,US,On-Site,US,Medium
1210,2023,Senior Level,Full-time,Machine Learning,90700,USD,90700,US,On-Site,US,Medium
1211,2023,Senior Level,Full-time,Data Engineering,230000,USD,230000,US,On-Site,US,Medium
1212,2023,Senior Level,Full-time,Data Engineering,170000,USD,170000,US,On-Site,US,Medium
1213,2023,Senior Level,Full-time,Data Analyst,227000,USD,227000,US,On-Site,US,Medium
1214,2023,Senior Level,Full-time,Data Analyst,108000,USD,108000,US,On-Site,US,Medium
1215,2023,Senior Level,Full-time,Data Engineering,180000,USD,180000,US,Full-Remote,US,Medium
1216,2023,Senior Level,Full-time,Data Engineering,160000,USD,160000,US,Full-Remote,US,Medium
1217,2023,Senior Level,Full-time,Data Architecture,180000,USD,180000,US,Full-Remote,US,Medium
1218,2023,Senior Level,Full-time,Data Architecture,160000,USD,160000,US,Full-Remote,US,Medium
1219,2023,Senior Level,Full-time,Data Engineering,180000,USD,180000,US,On-Site,US,Medium
1220,2023,Senior Level,Full-time,Data Engineering,130000,USD,130000,US,On-Site,US,Medium
1221,2023,Senior Level,Full-time,Data Analyst,52000,EUR,55800,ES,Full-Remote,ES,Medium
1222,2023,Senior Level,Full-time,Data Analyst,48000,EUR,51508,ES,Full-Remote,ES,Medium
1223,2023,Entry Level,Full-time,Data Analyst,60000,USD,60000,US,Full-Remote,US,Large
1224,2023,Entry Level,Full-time,Data Analyst,50000,USD,50000,KW,Half-Remote,US,Large
1225,2023,Senior Level,Full-time,Data Engineering,226700,USD,226700,US,On-Site,US,Medium
1226,2023,Senior Level,Full-time,Data Engineering,133300,USD,133300,US,On-Site,US,Medium
1227,2023,Senior Level,Full-time,Data Engineering,252000,USD,252000,US,On-Site,US,Medium
1228,2023,Senior Level,Full-time,Data Engineering,129000,USD,129000,US,On-Site,US,Medium
1229,2023,Senior Level,Full-time,Data Architecture,124999,GBP,151902,GB,Full-Remote,GB,Large
1230,2023,Entry Level,Full-time,Data Science,800000,INR,9727,IN,On-Site,IN,Large
1231,2023,Senior Level,Full-time,Data Analyst,80000,USD,80000,US,On-Site,US,Medium
1232,2023,Senior Level,Full-time,Data Analyst,52500,USD,52500,US,On-Site,US,Medium
1233,2023,Senior Level,Full-time,Data Engineering,250000,USD,250000,US,Full-Remote,US,Medium
1234,2023,Senior Level,Full-time,Data Engineering,162500,USD,162500,US,Full-Remote,US,Medium
1235,2023,Entry Level,Full-time,Data Analyst,85000,USD,85000,US,Full-Remote,US,Medium
1236,2023,Entry Level,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,Medium
1237,2023,Senior Level,Full-time,Data Analyst,153600,USD,153600,US,On-Site,US,Medium
1238,2023,Senior Level,Full-time,Data Analyst,106800,USD,106800,US,On-Site,US,Medium
1239,2023,Mid Level,Full-time,Data Analyst,165000,USD,165000,US,On-Site,US,Medium
1240,2023,Mid Level,Full-time,Data Analyst,124000,USD,124000,US,On-Site,US,Medium
1241,2023,Senior Level,Full-time,Data Analyst,115934,USD,115934,US,Full-Remote,US,Medium
1242,2023,Senior Level,Full-time,Data Analyst,81666,USD,81666,US,Full-Remote,US,Medium
1243,2023,Senior Level,Full-time,Data Engineering,167580,USD,167580,US,On-Site,US,Medium
1244,2023,Senior Level,Full-time,Data Engineering,87980,USD,87980,US,On-Site,US,Medium
1245,2023,Senior Level,Full-time,Data Engineering,250000,USD,250000,US,Full-Remote,US,Medium
1246,2023,Senior Level,Full-time,Data Engineering,63000,USD,63000,US,Full-Remote,US,Medium
1247,2023,Senior Level,Full-time,Data Science,253750,USD,253750,ES,On-Site,ES,Medium
1248,2023,Senior Level,Full-time,Data Science,169200,USD,169200,ES,On-Site,ES,Medium
1249,2023,Senior Level,Full-time,Data Science,253750,USD,253750,ES,On-Site,ES,Medium
1250,2023,Senior Level,Full-time,Data Science,169200,USD,169200,ES,On-Site,ES,Medium
1251,2023,Mid Level,Full-time,Data Science,170000,USD,170000,US,On-Site,US,Medium
1252,2023,Mid Level,Full-time,Data Science,120000,USD,120000,US,On-Site,US,Medium
1253,2023,Senior Level,Full-time,Data Engineering,124740,USD,124740,US,On-Site,US,Medium
1254,2023,Senior Level,Full-time,Data Engineering,65488,USD,65488,US,On-Site,US,Medium
1255,2023,Senior Level,Full-time,Data Engineering,213580,USD,213580,US,Full-Remote,US,Medium
1256,2023,Senior Level,Full-time,Data Engineering,163625,USD,163625,US,Full-Remote,US,Medium
1257,2023,Entry Level,Full-time,Data Engineering,12000,USD,12000,VN,On-Site,VN,Large
1258,2022,Senior Level,Full-time,Machine Learning,375000,USD,375000,US,Full-Remote,US,Medium
1259,2023,Senior Level,Full-time,Data Engineering,95000,EUR,101943,IE,Full-Remote,IE,Medium
1260,2023,Mid Level,Full-time,Data Analyst,1350000,INR,16414,IN,Full-Remote,IN,Large
1261,2023,Senior Level,Full-time,Machine Learning,220000,USD,220000,US,On-Site,US,Medium
1262,2023,Senior Level,Full-time,Machine Learning,170000,USD,170000,US,On-Site,US,Medium
1263,2023,Executive Level,Full-time,Data Engineering,235000,USD,235000,US,On-Site,US,Medium
1264,2023,Executive Level,Full-time,Data Engineering,210000,USD,210000,US,On-Site,US,Medium
1265,2023,Senior Level,Full-time,Data Architecture,180000,USD,180000,US,Full-Remote,US,Medium
1266,2023,Senior Level,Full-time,Data Architecture,115000,USD,115000,US,Full-Remote,US,Medium
1267,2023,Senior Level,Full-time,Data Architecture,200000,USD,200000,US,Full-Remote,US,Medium
1268,2023,Senior Level,Full-time,Data Architecture,115000,USD,115000,US,Full-Remote,US,Medium
1269,2023,Senior Level,Full-time,Top Level Management,231250,USD,231250,US,Full-Remote,US,Medium
1270,2023,Senior Level,Full-time,Top Level Management,138750,USD,138750,US,Full-Remote,US,Medium
1271,2023,Senior Level,Full-time,Machine Learning,284310,USD,284310,US,On-Site,US,Medium
1272,2023,Senior Level,Full-time,Machine Learning,153090,USD,153090,US,On-Site,US,Medium
1273,2023,Senior Level,Full-time,Data Engineering,160000,USD,160000,US,Full-Remote,US,Medium
1274,2023,Senior Level,Full-time,Data Engineering,75000,USD,75000,US,Full-Remote,US,Medium
1275,2023,Mid Level,Full-time,Data Analyst,125000,USD,125000,US,On-Site,US,Medium
1276,2023,Mid Level,Full-time,Data Analyst,105000,USD,105000,US,On-Site,US,Medium
1277,2023,Mid Level,Full-time,Data Analyst,90000,GBP,109371,GB,On-Site,GB,Medium
1278,2023,Mid Level,Full-time,Data Analyst,70000,GBP,85066,GB,On-Site,GB,Medium
1279,2023,Entry Level,Full-time,Data Analyst,55000,USD,55000,US,On-Site,US,Medium
1280,2023,Entry Level,Full-time,Data Analyst,48000,USD,48000,US,On-Site,US,Medium
1281,2023,Entry Level,Full-time,Data Analyst,100000,USD,100000,US,Half-Remote,US,Medium
1282,2023,Senior Level,Full-time,Data Science,225900,USD,225900,US,On-Site,US,Medium
1283,2023,Senior Level,Full-time,Data Science,156400,USD,156400,US,On-Site,US,Medium
1284,2023,Senior Level,Full-time,Data Engineering,250000,USD,250000,US,Full-Remote,US,Medium
1285,2023,Senior Level,Full-time,Data Engineering,162500,USD,162500,US,Full-Remote,US,Medium
1286,2023,Senior Level,Full-time,Machine Learning,318300,USD,318300,US,Full-Remote,US,Medium
1287,2023,Senior Level,Full-time,Machine Learning,188800,USD,188800,US,Full-Remote,US,Medium
1288,2023,Senior Level,Full-time,Data Analyst,385000,USD,385000,US,On-Site,US,Medium
1289,2023,Senior Level,Full-time,Data Analyst,60000,USD,60000,US,On-Site,US,Medium
1290,2023,Mid Level,Full-time,Data Analyst,110000,USD,110000,US,Full-Remote,US,Medium
1291,2023,Mid Level,Full-time,Data Analyst,95000,USD,95000,US,Full-Remote,US,Medium
1292,2023,Senior Level,Full-time,Data Science,145000,USD,145000,US,Full-Remote,US,Medium
1293,2023,Senior Level,Full-time,Data Science,135000,USD,135000,US,Full-Remote,US,Medium
1294,2023,Senior Level,Full-time,Data Analyst,180180,USD,180180,US,On-Site,US,Medium
1295,2023,Senior Level,Full-time,Data Analyst,106020,USD,106020,US,On-Site,US,Medium
1296,2023,Senior Level,Full-time,Data Analyst,93919,USD,93919,US,Full-Remote,US,Medium
1297,2023,Senior Level,Full-time,Data Analyst,51962,USD,51962,US,Full-Remote,US,Medium
1298,2023,Senior Level,Full-time,Data Engineering,241871,USD,241871,US,On-Site,US,Medium
1299,2023,Senior Level,Full-time,Data Engineering,133832,USD,133832,US,On-Site,US,Medium
1300,2023,Senior Level,Full-time,Data Science,170000,USD,170000,US,Full-Remote,US,Medium
1301,2023,Senior Level,Full-time,Data Science,90000,USD,90000,US,Full-Remote,US,Medium
1302,2023,Executive Level,Full-time,Data Engineering,210914,USD,210914,US,Full-Remote,US,Medium
1303,2023,Executive Level,Full-time,Data Engineering,116704,USD,116704,US,Full-Remote,US,Medium
1304,2023,Senior Level,Full-time,Data Analyst,192500,USD,192500,US,Full-Remote,US,Medium
1305,2023,Senior Level,Full-time,Data Analyst,140000,USD,140000,US,Full-Remote,US,Medium
1306,2023,Senior Level,Full-time,Data Science,149076,USD,149076,US,On-Site,US,Medium
1307,2023,Senior Level,Full-time,Data Science,82365,USD,82365,US,On-Site,US,Medium
1308,2023,Mid Level,Full-time,Machine Learning,36000,USD,36000,MX,Full-Remote,MX,Small
1309,2023,Senior Level,Full-time,Data Science,175000,USD,175000,US,On-Site,US,Medium
1310,2023,Senior Level,Full-time,Data Science,148750,USD,148750,US,On-Site,US,Medium
1311,2023,Senior Level,Full-time,Data Science,370000,USD,370000,US,On-Site,US,Medium
1312,2023,Senior Level,Full-time,Data Science,200000,USD,200000,US,On-Site,US,Medium
1313,2023,Senior Level,Full-time,Data Science,235000,USD,235000,US,Full-Remote,US,Medium
1314,2023,Senior Level,Full-time,Data Science,185000,USD,185000,US,Full-Remote,US,Medium
1315,2023,Mid Level,Full-time,Machine Learning,100000,GBP,121523,GB,On-Site,GB,Medium
1316,2023,Mid Level,Full-time,Machine Learning,80000,GBP,97218,GB,On-Site,GB,Medium
1317,2023,Senior Level,Full-time,Data Science,216100,USD,216100,US,On-Site,US,Medium
1318,2023,Senior Level,Full-time,Data Science,140800,USD,140800,US,On-Site,US,Medium
1319,2023,Mid Level,Full-time,Machine Learning,120000,GBP,145828,GB,On-Site,GB,Medium
1320,2023,Mid Level,Full-time,Machine Learning,100000,GBP,121523,GB,On-Site,GB,Medium
1321,2023,Senior Level,Full-time,Machine Learning,50000,EUR,53654,NL,Full-Remote,CA,Large
1322,2023,Entry Level,Full-time,Data Science,110000,USD,110000,US,Half-Remote,US,Small
1323,2023,Senior Level,Full-time,Data Engineering,128000,USD,128000,US,On-Site,US,Medium
1324,2023,Senior Level,Full-time,Data Engineering,81500,USD,81500,US,On-Site,US,Medium
1325,2023,Mid Level,Full-time,Data Engineering,55000,GBP,66837,GB,Full-Remote,GB,Medium
1326,2023,Mid Level,Full-time,Data Engineering,52000,GBP,63192,GB,Full-Remote,GB,Medium
1327,2023,Mid Level,Full-time,Data Analyst,50000,GBP,60761,GB,On-Site,GB,Medium
1328,2023,Mid Level,Full-time,Data Analyst,45000,GBP,54685,GB,On-Site,GB,Medium
1329,2023,Executive Level,Full-time,Data Engineering,284000,USD,284000,US,Full-Remote,US,Medium
1330,2023,Executive Level,Full-time,Data Engineering,236000,USD,236000,US,Full-Remote,US,Medium
1331,2023,Senior Level,Full-time,Data Science,248100,USD,248100,CA,On-Site,CA,Medium
1332,2023,Senior Level,Full-time,Data Science,145900,USD,145900,CA,On-Site,CA,Medium
1333,2023,Senior Level,Full-time,Data Science,155850,USD,155850,US,On-Site,US,Medium
1334,2023,Senior Level,Full-time,Data Science,102544,USD,102544,US,On-Site,US,Medium
1335,2023,Mid Level,Full-time,Data Science,151410,USD,151410,US,Full-Remote,US,Medium
1336,2023,Mid Level,Full-time,Data Science,115360,USD,115360,US,Full-Remote,US,Medium
1337,2023,Mid Level,Full-time,Data Engineering,62000,EUR,66531,ES,Full-Remote,ES,Medium
1338,2023,Mid Level,Full-time,Data Engineering,55000,EUR,59020,ES,Full-Remote,ES,Medium
1339,2023,Senior Level,Full-time,Top Level Management,170000,CAD,125686,CA,Half-Remote,CA,Medium
1340,2023,Senior Level,Full-time,Data Engineering,100000,USD,100000,NL,Half-Remote,NL,Large
1341,2023,Entry Level,Full-time,Data Science,1050000,INR,12767,IN,Half-Remote,IN,Large
1342,2023,Senior Level,Full-time,Data Science,250000,USD,250000,US,On-Site,US,Medium
1343,2023,Senior Level,Full-time,Data Science,162500,USD,162500,US,On-Site,US,Medium
1344,2023,Senior Level,Full-time,Data Science,185000,USD,185000,GB,On-Site,GB,Medium
1345,2023,Senior Level,Full-time,Data Science,120250,USD,120250,GB,On-Site,GB,Medium
